cluster_name	PC1_loading	PC2_loading	PC3_loading
cluster_6400	-0.020626340243981196	0.1716418138164253	-0.013265139559859421
cluster_6406	0.0790693267341815	0.11522901479407809	-0.09676530351936445
cluster_6410	0.04625354755445574	0.13630907414299356	-0.023356212879777977
cluster_6442	-0.01409645658765409	-0.0020779751321666202	0.057824963133390965
cluster_6495	-0.056216107094174406	0.06034927627591489	-0.13440664692638674
cluster_6498	0.05614889224102046	-0.009762612328246163	-0.22713652729144354
cluster_6518	-0.06502355533591346	0.057941471716644946	-0.026192536517949862
cluster_6532	-0.008202911063005731	0.002071086142987025	-0.0969052299074886
cluster_6604	0.05835158345766864	-0.037023864842768796	-0.12877459095550745
cluster_6651	0.1552039818434537	0.050728850789872645	0.06273665778112676
cluster_6655	0.15612277918244954	0.015085343582707788	0.0826572450548244
cluster_6871	-0.017911441587488905	0.034715546594743164	-0.023945747633364243
cluster_6892	0.027561044974926265	0.16449784235398013	0.2164145901866453
cluster_6960	0.15440721006063604	-0.01491872079129866	0.08961952508002605
cluster_6975	0.0633382300725208	0.038175546350155236	0.08689870511973624
cluster_7000	-0.0002876900308786559	0.020125863736538258	-0.019205288919943546
cluster_7042	0.029958836736379117	0.10590087546106053	0.21625576637474
cluster_7052	-0.07000545723395787	0.16836930600355426	0.046878077142707135
cluster_7072	0.1458155691746288	-0.01775395844913413	0.039124048246686166
cluster_7095	-0.0252311575415932	0.12202135442328635	-0.027603292690726037
cluster_7341	0.021163923631206595	0.01679322627146204	-0.029163246796789173
cluster_7425	0.12065497254443477	-0.002363944256200749	-0.08407140094133873
cluster_7504	0.00349345979794823	0.05892234441494505	-0.012771142232385088
cluster_7612	-0.04105789551089934	0.1034424626241046	0.02096383008888551
cluster_7683	-0.002088989827311821	0.08540755739132536	0.031356861265577615
