particle_id	stage	A	Hm	P	Hr	to_stage	vA	vHm	vP	vHr
MII_oocyte:0088	MII oocyte	0.2113203151347875	0.0568511241725213	0.3301224893014873	0.7095020837447127	zygote/PN	0.027551362123834605	0.023832285057248263	0.06792010805940435	-0.013693419833557097
MII_oocyte:0089	MII oocyte	0.2113203151347875	0.0568511241725213	0.3606560991269658	0.7099377008908028	zygote/PN	0.027551362123834633	0.02383228505724829	0.037407804784466314	-0.01415461385534833
MII_oocyte:0090	MII oocyte	0.3375305187907894	0.0849722036281792	0.3163801439601027	0.694639604700115	zygote/PN	0.013402030958330036	0.019669538142806614	0.08166546165883382	0.001159347032032354
MII_oocyte:0091	MII oocyte	0.3375305187907894	0.0849722036281792	0.3301224893014873	0.7095020837447127	zygote/PN	0.013402030958330147	0.01966953814280667	0.06792010805940457	-0.013693419833556875
MII_oocyte:0092	MII oocyte	0.3375305187907894	0.0849722036281792	0.3606560991269658	0.7099377008908028	zygote/PN	0.01340203095832998	0.019669538142806628	0.0374078047844662	-0.014154613855348441
MII_oocyte:0093	MII oocyte	0.2581042294200673	0.0451954409868379	0.3163801439601027	0.694639604700115	zygote/PN	0.008744280027499218	0.03991602285402767	0.0816654616588337	0.001159347032032354
MII_oocyte:0094	MII oocyte	0.2581042294200673	0.0451954409868379	0.3301224893014873	0.7095020837447127	zygote/PN	0.00874428002749933	0.03991602285402767	0.06792010805940446	-0.013693419833557208
MII_oocyte:0095	MII oocyte	0.2581042294200673	0.0451954409868379	0.3606560991269658	0.7099377008908028	zygote/PN	0.00874428002749933	0.03991602285402767	0.03740780478446615	-0.014154613855348552
MII_oocyte:0096	MII oocyte	0.4964558455967619	0.0580441062593371	0.3163801439601027	0.694639604700115	zygote/PN	0.147011637458073	0.10572340804748401	0.08166546165883387	0.001159347032032576
MII_oocyte:0097	MII oocyte	0.4964558455967619	0.0580441062593371	0.3301224893014873	0.7095020837447127	zygote/PN	0.14701163745807266	0.10572340804748395	0.06792010805940446	-0.013693419833557208
MII_oocyte:0098	MII oocyte	0.4964558455967619	0.0580441062593371	0.3606560991269658	0.7099377008908028	zygote/PN	0.14701163745807277	0.10572340804748401	0.03740780478446626	-0.01415461385534833
MII_oocyte:0099	MII oocyte	0.3809860207263554	0.0645895188765461	0.3163801439601027	0.694639604700115	zygote/PN	0.04338059191643201	0.05430148731353171	0.08166546165883387	0.001159347032032465
MII_oocyte:0100	MII oocyte	0.3809860207263554	0.0645895188765461	0.3301224893014873	0.7095020837447127	zygote/PN	0.0433805919164319	0.05430148731353167	0.06792010805940452	-0.013693419833557208
MII_oocyte:0101	MII oocyte	0.3809860207263554	0.0645895188765461	0.3606560991269658	0.7099377008908028	zygote/PN	0.043380591916431954	0.05430148731353167	0.03740780478446626	-0.01415461385534833
MII_oocyte:0102	MII oocyte	0.423941510746249	0.0658183954940729	0.3163801439601027	0.694639604700115	zygote/PN	0.09273096141013759	0.0734653223492252	0.0816654616588337	0.001159347032032021
MII_oocyte:0103	MII oocyte	0.423941510746249	0.0658183954940729	0.3301224893014873	0.7095020837447127	zygote/PN	0.09273096141013737	0.0734653223492252	0.0679201080594044	-0.013693419833557097
MII_oocyte:0104	MII oocyte	0.423941510746249	0.0658183954940729	0.3606560991269658	0.7099377008908028	zygote/PN	0.09273096141013759	0.07346532234922518	0.03740780478446626	-0.014154613855348441
MII_oocyte:0105	MII oocyte	0.2573275952911509	0.0481516653658647	0.3163801439601027	0.694639604700115	zygote/PN	0.009200884220636363	0.03709534465922549	0.08166546165883382	0.001159347032032354
MII_oocyte:0106	MII oocyte	0.2573275952911509	0.0481516653658647	0.3301224893014873	0.7095020837447127	zygote/PN	0.009200884220636363	0.0370953446592255	0.06792010805940457	-0.013693419833556875
MII_oocyte:0107	MII oocyte	0.2573275952911509	0.0481516653658647	0.3606560991269658	0.7099377008908028	zygote/PN	0.009200884220636474	0.03709534465922549	0.03740780478446626	-0.01415461385534833
zygote_PN:0000	zygote/PN	0.2163793182829078	0.0160253202196412	0.4020370225729052	0.6956166575150825	2-cell	0.1720400793687183	0.3419947075290843	0.2127736849949895	-0.04674538032047182
zygote_PN:0001	zygote/PN	0.2163793182829078	0.0160253202196412	0.4013522382247754	0.6868652984984072	2-cell	0.17204007936871812	0.3419947075290842	0.2108033395661939	-0.038396714099431795
zygote_PN:0002	zygote/PN	0.2163793182829078	0.0160253202196412	0.3907628460935798	0.7049087466652678	2-cell	0.17204007936871812	0.3419947075290842	0.2088231057822827	-0.05782419656478188
zygote_PN:0003	zygote/PN	0.4892451584571404	0.0482054702310589	0.4020370225729052	0.6956166575150825	2-cell	0.07127248389865876	0.4072887140753161	0.2127736849949895	-0.04674538032047193
